"","uniprot","genesymbol","pathway","pathway_id"
"4840","P55211","CASP9","Viral myocarditis","hsa05416"
"4841","P55957","BID","Viral myocarditis","hsa05416"
"4842","P08174","CD55","Viral myocarditis","hsa05416"
"4843","P00519","ABL1","Viral myocarditis","hsa05416"
"4844","P06241","FYN","Viral myocarditis","hsa05416"
"4845","Q9H2G2","SLK","Viral myocarditis","hsa05416"
"4846","P05362","ICAM1","Viral myocarditis","hsa05416"
"4847","P01308","INS","Type II diabetes mellitus","hsa04930"
"4848","P06213","INSR","Type II diabetes mellitus","hsa04930"
"4849","P35568","IRS1","Type II diabetes mellitus","hsa04930"
"4850","Q15848","ADIPOQ","Type II diabetes mellitus","hsa04930"
"4851","P01375","TNF","Type II diabetes mellitus","hsa04930"
"4852","P42336","PIK3CA","Type II diabetes mellitus","hsa04930"
"4853","Q8WXH5","SOCS4","Type II diabetes mellitus","hsa04930"
"4854","O14920","IKBKB","Type II diabetes mellitus","hsa04930"
"4855","P45983","MAPK8","Type II diabetes mellitus","hsa04930"
"4856","P42345","MTOR","Type II diabetes mellitus","hsa04930"
"4857","Q05513","PRKCZ","Type II diabetes mellitus","hsa04930"
"4858","Q05655","PRKCD","Type II diabetes mellitus","hsa04930"
"4859","P28482","MAPK1","Type II diabetes mellitus","hsa04930"
"4860","P52945","PDX1","Type II diabetes mellitus","hsa04930"
"4861","Q8NHW3","MAFA","Type II diabetes mellitus","hsa04930"
"4862","Q09428","ABCC8","Type II diabetes mellitus","hsa04930"
"4863","Q14654","KCNJ11","Type II diabetes mellitus","hsa04930"
"4864","O00555","CACNA1A","Type II diabetes mellitus","hsa04930"
"4865","P84074","HPCA","Type II diabetes mellitus","hsa04930"
"4866","P35557","GCK","Type II diabetes mellitus","hsa04930"
"4867","P32189","GK","Type II diabetes mellitus","hsa04930"
"4868","P33681","CD80","Type I diabetes mellitus","hsa04940"
"4869","P48023","FASLG","Type I diabetes mellitus","hsa04940"
"4870","Q9UBC0","ONECUT1","Maturity onset diabetes of the young","hsa04950"
"4871","P52945","PDX1","Maturity onset diabetes of the young","hsa04950"
"4872","Q9Y4Z2","NEUROG3","Maturity onset diabetes of the young","hsa04950"
"4873","Q9Y261","FOXA2","Maturity onset diabetes of the young","hsa04950"
"4874","Q8NHW3","MAFA","Maturity onset diabetes of the young","hsa04950"
"4875","P26367","PAX6","Maturity onset diabetes of the young","hsa04950"
"4876","O95096","NKX2-2","Maturity onset diabetes of the young","hsa04950"
"4877","Q13562","NEUROD1","Maturity onset diabetes of the young","hsa04950"
"4878","P20823","HNF1A","Maturity onset diabetes of the young","hsa04950"
"4879","P41235","HNF4A","Maturity onset diabetes of the young","hsa04950"
"4880","Q14469","HES1","Maturity onset diabetes of the young","hsa04950"
"4881","Q03014","HHEX","Maturity onset diabetes of the young","hsa04950"
"4882","P50219","MNX1","Maturity onset diabetes of the young","hsa04950"
"4883","P06681","C2","Alcoholic liver disease","hsa04936"
"4884","P0C0L4","C4A","Alcoholic liver disease","hsa04936"
"4885","P01024","C3","Alcoholic liver disease","hsa04936"
"4886","P01031","C5","Alcoholic liver disease","hsa04936"
"4887","P08571","CD14","Alcoholic liver disease","hsa04936"
"4888","O15111","CHUK","Alcoholic liver disease","hsa04936"
"4889","Q96RR4","CAMKK2","Alcoholic liver disease","hsa04936"
"4890","Q9UGJ0","PRKAG2","Alcoholic liver disease","hsa04936"
"4891","Q9Y243","AKT3","Alcoholic liver disease","hsa04936"
"4892","O14733","MAP2K7","Alcoholic liver disease","hsa04936"
"4893","P48023","FASLG","Alcoholic liver disease","hsa04936"
"4894","P25445","FAS","Alcoholic liver disease","hsa04936"
"4895","Q13158","FADD","Alcoholic liver disease","hsa04936"
"4896","P01375","TNF","Alcoholic liver disease","hsa04936"
"4897","Q14790","CASP8","Alcoholic liver disease","hsa04936"
"4898","Q15848","ADIPOQ","Alcoholic liver disease","hsa04936"
"4899","P19838","NFKB1","Alcoholic liver disease","hsa04936"
"4900","P25963","NFKBIA","Alcoholic liver disease","hsa04936"
"4901","P19438","TNFRSF1A","Alcoholic liver disease","hsa04936"
"4902","P36956","SREBF1","Alcoholic liver disease","hsa04936"
"4903","Q16581","C3AR1","Alcoholic liver disease","hsa04936"
"4904","P21730","C5AR1","Alcoholic liver disease","hsa04936"
"4905","Q99683","MAP3K5","Alcoholic liver disease","hsa04936"
"4906","P46734","MAP2K3","Alcoholic liver disease","hsa04936"
"4907","Q99558","MAP3K14","Alcoholic liver disease","hsa04936"
"4908","P49841","GSK3B","Alcoholic liver disease","hsa04936"
"4909","P35222","CTNNB1","Alcoholic liver disease","hsa04936"
"4910","Q14653","IRF3","Alcoholic liver disease","hsa04936"
"4911","Q14693","LPIN1","Alcoholic liver disease","hsa04936"
"4912","Q13595","TRA2A","Alcoholic liver disease","hsa04936"
"4913","Q9UJU2","LEF1","Alcoholic liver disease","hsa04936"
"4914","P05181","CYP2E1","Alcoholic liver disease","hsa04936"
"4915","P05231","IL6","Non-alcoholic fatty liver disease","hsa04932"
"4916","P14210","HGF","Non-alcoholic fatty liver disease","hsa04932"
"4917","P08887","IL6R","Non-alcoholic fatty liver disease","hsa04932"
"4918","O14543","SOCS3","Non-alcoholic fatty liver disease","hsa04932"
"4919","P01375","TNF","Non-alcoholic fatty liver disease","hsa04932"
"4920","P19438","TNFRSF1A","Non-alcoholic fatty liver disease","hsa04932"
"4921","P19838","NFKB1","Non-alcoholic fatty liver disease","hsa04932"
"4922","P01308","INS","Non-alcoholic fatty liver disease","hsa04932"
"4923","P06213","INSR","Non-alcoholic fatty liver disease","hsa04932"
"4924","P35568","IRS1","Non-alcoholic fatty liver disease","hsa04932"
"4925","P42336","PIK3CA","Non-alcoholic fatty liver disease","hsa04932"
"4926","Q13133","NR1H3","Non-alcoholic fatty liver disease","hsa04932"
"4927","Q9HAP2","MLXIP","Non-alcoholic fatty liver disease","hsa04932"
"4928","P41159","LEP","Non-alcoholic fatty liver disease","hsa04932"
"4929","P48357","LEPR","Non-alcoholic fatty liver disease","hsa04932"
"4930","Q15848","ADIPOQ","Non-alcoholic fatty liver disease","hsa04932"
"4931","Q96A54","ADIPOR1","Non-alcoholic fatty liver disease","hsa04932"
"4932","Q07869","PPARA","Non-alcoholic fatty liver disease","hsa04932"
"4933","P60953","CDC42","Non-alcoholic fatty liver disease","hsa04932"
"4934","P63000","RAC1","Non-alcoholic fatty liver disease","hsa04932"
"4935","Q16584","MAP3K11","Non-alcoholic fatty liver disease","hsa04932"
"4936","P45983","MAPK8","Non-alcoholic fatty liver disease","hsa04932"
"4937","Q96J02","ITCH","Non-alcoholic fatty liver disease","hsa04932"
"4938","O75460","ERN1","Non-alcoholic fatty liver disease","hsa04932"
"4939","Q12933","TRAF2","Non-alcoholic fatty liver disease","hsa04932"
"4940","Q99683","MAP3K5","Non-alcoholic fatty liver disease","hsa04932"
"4941","O14920","IKBKB","Non-alcoholic fatty liver disease","hsa04932"
"4942","Q9NZJ5","EIF2AK3","Non-alcoholic fatty liver disease","hsa04932"
"4943","P05198","EIF2S1","Non-alcoholic fatty liver disease","hsa04932"
"4944","Q9BY44","EIF2A","Non-alcoholic fatty liver disease","hsa04932"
"4945","P18848","ATF4","Non-alcoholic fatty liver disease","hsa04932"
"4946","P0DPQ6","DDIT3","Non-alcoholic fatty liver disease","hsa04932"
"4947","P35638","DDIT3","Non-alcoholic fatty liver disease","hsa04932"
"4948","Q03701","CEBPZ","Non-alcoholic fatty liver disease","hsa04932"
"4949","O43521","BCL2L11","Non-alcoholic fatty liver disease","hsa04932"
"4950","P48023","FASLG","Non-alcoholic fatty liver disease","hsa04932"
"4951","P25445","FAS","Non-alcoholic fatty liver disease","hsa04932"
"4952","Q14790","CASP8","Non-alcoholic fatty liver disease","hsa04932"
"4953","P55957","BID","Non-alcoholic fatty liver disease","hsa04932"
"4954","P99999","CYCS","Non-alcoholic fatty liver disease","hsa04932"
"4955","P17861","XBP1","Non-alcoholic fatty liver disease","hsa04932"
"4956","P01308","INS","Insulin resistance","hsa04931"
"4957","Q9UK32","RPS6KA6","Insulin resistance","hsa04931"
"4958","P62136","PPP1CA","Insulin resistance","hsa04931"
"4959","P06213","INSR","Insulin resistance","hsa04931"
"4960","P35568","IRS1","Insulin resistance","hsa04931"
"4961","P18031","PTPN1","Insulin resistance","hsa04931"
"4962","P42345","MTOR","Insulin resistance","hsa04931"
"4963","P23443","RPS6KB1","Insulin resistance","hsa04931"
"4964","P42336","PIK3CA","Insulin resistance","hsa04931"
"4965","P49841","GSK3B","Insulin resistance","hsa04931"
"4966","P05771","PRKCB","Insulin resistance","hsa04931"
"4967","P05231","IL6","Insulin resistance","hsa04931"
"4968","P14210","HGF","Insulin resistance","hsa04931"
"4969","P40763","STAT3","Insulin resistance","hsa04931"
"4970","O14543","SOCS3","Insulin resistance","hsa04931"
"4971","P01375","TNF","Insulin resistance","hsa04931"
"4972","P19438","TNFRSF1A","Insulin resistance","hsa04931"
"4973","O14920","IKBKB","Insulin resistance","hsa04931"
"4974","P25963","NFKBIA","Insulin resistance","hsa04931"
"4975","P19838","NFKB1","Insulin resistance","hsa04931"
"4976","Q96RU7","TRIB3","Insulin resistance","hsa04931"
"4977","Q9UGJ0","PRKAG2","Insulin resistance","hsa04931"
"4978","Q15257","PTPA","Insulin resistance","hsa04931"
"4979","P45983","MAPK8","Insulin resistance","hsa04931"
"4980","P36956","SREBF1","Insulin resistance","hsa04931"
"4981","Q9Y4H2","IRS2","Insulin resistance","hsa04931"
"4982","Q13133","NR1H3","Insulin resistance","hsa04931"
"4983","Q86YN6","PPARGC1B","Insulin resistance","hsa04931"
"4984","Q9HAP2","MLXIP","Insulin resistance","hsa04931"
"4985","Q02156","PRKCE","Insulin resistance","hsa04931"
"4986","Q9UBK2","PPARGC1A","Insulin resistance","hsa04931"
"4987","Q07869","PPARA","Insulin resistance","hsa04931"
"4988","Q12778","FOXO1","Insulin resistance","hsa04931"
"4989","O15530","PDPK1","Insulin resistance","hsa04931"
"4990","Q15118","PDK1","Insulin resistance","hsa04931"
"4991","Q6A1A2","PDPK2P","Insulin resistance","hsa04931"
"4992","O60502","OGA","Insulin resistance","hsa04931"
"4993","O15294","OGT","Insulin resistance","hsa04931"
"4994","P13807","GYS1","Insulin resistance","hsa04931"
"4995","Q9Y243","AKT3","Insulin resistance","hsa04931"
"4996","Q53ET0","CRTC2","Insulin resistance","hsa04931"
"4997","O43889","CREB3","Insulin resistance","hsa04931"
"4998","P61812","TGFB2","AGE-RAGE signaling pathway in diabetic complications","hsa04933"
"4999","P01137","TGFB1","AGE-RAGE signaling pathway in diabetic complications","hsa04933"
"5000","P36897","TGFBR1","AGE-RAGE signaling pathway in diabetic complications","hsa04933"
"5001","Q15796","SMAD2","AGE-RAGE signaling pathway in diabetic complications","hsa04933"
"5002","P30556","AGTR1","AGE-RAGE signaling pathway in diabetic complications","hsa04933"
"5003","Q15109","AGER","AGE-RAGE signaling pathway in diabetic complications","hsa04933"
"5004","P17252","PRKCA","AGE-RAGE signaling pathway in diabetic complications","hsa04933"
"5005","P28482","MAPK1","AGE-RAGE signaling pathway in diabetic complications","hsa04933"
"5006","Q16539","MAPK14","AGE-RAGE signaling pathway in diabetic complications","hsa04933"
"5007","P45983","MAPK8","AGE-RAGE signaling pathway in diabetic complications","hsa04933"
"5008","P05412","JUN","AGE-RAGE signaling pathway in diabetic complications","hsa04933"
"5009","P19838","NFKB1","AGE-RAGE signaling pathway in diabetic complications","hsa04933"
"5010","O60610","DIAPH1","AGE-RAGE signaling pathway in diabetic complications","hsa04933"
"5011","P63000","RAC1","AGE-RAGE signaling pathway in diabetic complications","hsa04933"
"5012","P01112","HRAS","AGE-RAGE signaling pathway in diabetic complications","hsa04933"
"5013","P10415","BCL2","AGE-RAGE signaling pathway in diabetic complications","hsa04933"
"5014","Q07812","BAX","AGE-RAGE signaling pathway in diabetic complications","hsa04933"
"5015","P29474","NOS3","AGE-RAGE signaling pathway in diabetic complications","hsa04933"
"5016","P42336","PIK3CA","AGE-RAGE signaling pathway in diabetic complications","hsa04933"
"5017","Q9Y243","AKT3","AGE-RAGE signaling pathway in diabetic complications","hsa04933"
"5018","O60674","JAK2","AGE-RAGE signaling pathway in diabetic complications","hsa04933"
"5019","P40763","STAT3","AGE-RAGE signaling pathway in diabetic complications","hsa04933"
"5020","P11309","PIM1","AGE-RAGE signaling pathway in diabetic complications","hsa04933"
"5021","P42224","STAT1","AGE-RAGE signaling pathway in diabetic complications","hsa04933"
"5022","P42229","STAT5A","AGE-RAGE signaling pathway in diabetic complications","hsa04933"
"5023","P05771","PRKCB","AGE-RAGE signaling pathway in diabetic complications","hsa04933"
"5024","P01019","AGT","AGE-RAGE signaling pathway in diabetic complications","hsa04933"
"5025","P30556","AGTR1","Cushing syndrome","hsa04934"
"5026","P29992","GNA11","Cushing syndrome","hsa04934"
"5027","Q01718","MC2R","Cushing syndrome","hsa04934"
"5028","P84996","GNAS","Cushing syndrome","hsa04934"
"5029","O95467","GNAS","Cushing syndrome","hsa04934"
"5030","P63092","GNAS","Cushing syndrome","hsa04934"
"5031","Q5JWF2","GNAS","Cushing syndrome","hsa04934"
"5032","O43889","CREB3","Cushing syndrome","hsa04934"
"5033","P06850","CRH","Cushing syndrome","hsa04934"
"5034","P34998","CRHR1","Cushing syndrome","hsa04934"
"5035","P17612","PRKACA","Cushing syndrome","hsa04934"
"5036","Q9UQM7","CAMK2A","Cushing syndrome","hsa04934"
"5037","P62834","RAP1A","Cushing syndrome","hsa04934"
"5038","P15056","BRAF","Cushing syndrome","hsa04934"
"5039","Q02750","MAP2K1","Cushing syndrome","hsa04934"
"5040","P28482","MAPK1","Cushing syndrome","hsa04934"
"5041","P00533","EGFR","Cushing syndrome","hsa04934"
"5042","P40818","USP8","Cushing syndrome","hsa04934"
"5043","P22736","NR4A1","Cushing syndrome","hsa04934"
"5044","P63096","GNAI1","Cushing syndrome","hsa04934"
"5045","Q9Y272","RASD1","Cushing syndrome","hsa04934"
"5046","P06400","RB1","Cushing syndrome","hsa04934"
"5047","Q13285","NR5A1","Cushing syndrome","hsa04934"
"5048","Q15637","SF1","Cushing syndrome","hsa04934"
"5049","P08047","SP1","Cushing syndrome","hsa04934"
"5050","P40424","PBX1","Cushing syndrome","hsa04934"
"5051","Q9ULW2","FZD10","Cushing syndrome","hsa04934"
"5052","O14640","DVL1","Cushing syndrome","hsa04934"
"5053","P01019","AGT","Cushing syndrome","hsa04934"
"5054","P01133","EGF","EGFR tyrosine kinase inhibitor resistance","hsa01521"
"5055","P01135","TGFA","EGFR tyrosine kinase inhibitor resistance","hsa01521"
"5056","P14210","HGF","EGFR tyrosine kinase inhibitor resistance","hsa01521"
"5057","P08581","MET","EGFR tyrosine kinase inhibitor resistance","hsa01521"
"5058","P05019","IGF1","EGFR tyrosine kinase inhibitor resistance","hsa01521"
"5059","P15692","VEGFA","EGFR tyrosine kinase inhibitor resistance","hsa01521"
"5060","P04085","PDGFA","EGFR tyrosine kinase inhibitor resistance","hsa01521"
"5061","P09038","FGF2","EGFR tyrosine kinase inhibitor resistance","hsa01521"
"5062","Q14393","GAS6","EGFR tyrosine kinase inhibitor resistance","hsa01521"
"5063","P05231","IL6","EGFR tyrosine kinase inhibitor resistance","hsa01521"
"5064","P00533","EGFR","EGFR tyrosine kinase inhibitor resistance","hsa01521"
"5065","P08069","IGF1R","EGFR tyrosine kinase inhibitor resistance","hsa01521"
"5066","P35968","KDR","EGFR tyrosine kinase inhibitor resistance","hsa01521"
"5067","P16234","PDGFRA","EGFR tyrosine kinase inhibitor resistance","hsa01521"
"5068","P22607","FGFR3","EGFR tyrosine kinase inhibitor resistance","hsa01521"
"5069","P30530","AXL","EGFR tyrosine kinase inhibitor resistance","hsa01521"
"5070","P08887","IL6R","EGFR tyrosine kinase inhibitor resistance","hsa01521"
"5071","P23458","JAK1","EGFR tyrosine kinase inhibitor resistance","hsa01521"
"5072","P12931","SRC","EGFR tyrosine kinase inhibitor resistance","hsa01521"
"5073","Q13480","GAB1","EGFR tyrosine kinase inhibitor resistance","hsa01521"
"5074","Q9Y243","AKT3","EGFR tyrosine kinase inhibitor resistance","hsa01521"
"5075","P42345","MTOR","EGFR tyrosine kinase inhibitor resistance","hsa01521"
"5076","P23443","RPS6KB1","EGFR tyrosine kinase inhibitor resistance","hsa01521"
"5077","Q13541","EIF4EBP1","EGFR tyrosine kinase inhibitor resistance","hsa01521"
"5078","O43524","FOXO3","EGFR tyrosine kinase inhibitor resistance","hsa01521"
"5079","P17252","PRKCA","EGFR tyrosine kinase inhibitor resistance","hsa01521"
"5080","P98077","SHC2","EGFR tyrosine kinase inhibitor resistance","hsa01521"
"5081","P62993","GRB2","EGFR tyrosine kinase inhibitor resistance","hsa01521"
"5082","Q07889","SOS1","EGFR tyrosine kinase inhibitor resistance","hsa01521"
"5083","P01112","HRAS","EGFR tyrosine kinase inhibitor resistance","hsa01521"
"5084","P01116","KRAS","EGFR tyrosine kinase inhibitor resistance","hsa01521"
"5085","P10398","ARAF","EGFR tyrosine kinase inhibitor resistance","hsa01521"
"5086","Q02750","MAP2K1","EGFR tyrosine kinase inhibitor resistance","hsa01521"
"5087","P21359","NF1","EGFR tyrosine kinase inhibitor resistance","hsa01521"
"5088","P28482","MAPK1","EGFR tyrosine kinase inhibitor resistance","hsa01521"
"5089","O43521","BCL2L11","EGFR tyrosine kinase inhibitor resistance","hsa01521"
"5090","Q07817","BCL2L1","EGFR tyrosine kinase inhibitor resistance","hsa01521"
"5091","P10415","BCL2","EGFR tyrosine kinase inhibitor resistance","hsa01521"
"5092","P40763","STAT3","EGFR tyrosine kinase inhibitor resistance","hsa01521"
"5093","P48023","FASLG","Platinum drug resistance","hsa01524"
"5094","P25445","FAS","Platinum drug resistance","hsa01524"
"5095","Q13158","FADD","Platinum drug resistance","hsa01524"
"5096","Q14790","CASP8","Platinum drug resistance","hsa01524"
"5097","P04626","ERBB2","Platinum drug resistance","hsa01524"
"5098","P42336","PIK3CA","Platinum drug resistance","hsa01524"
"5099","O15530","PDPK1","Platinum drug resistance","hsa01524"
"5100","Q15118","PDK1","Platinum drug resistance","hsa01524"
"5101","Q6A1A2","PDPK2P","Platinum drug resistance","hsa01524"
"5102","Q9Y243","AKT3","Platinum drug resistance","hsa01524"
"5103","P28482","MAPK1","Platinum drug resistance","hsa01524"
"5104","Q92934","BAD","Platinum drug resistance","hsa01524"
"5105","Q07817","BCL2L1","Platinum drug resistance","hsa01524"
"5106","P10415","BCL2","Platinum drug resistance","hsa01524"
"5107","Q13794","PMAIP1","Platinum drug resistance","hsa01524"
"5108","Q9BXH1","BBC3","Platinum drug resistance","hsa01524"
"5109","Q96PG8","BBC3","Platinum drug resistance","hsa01524"
"5110","P99999","CYCS","Platinum drug resistance","hsa01524"
"5111","Q13490","BIRC2","Platinum drug resistance","hsa01524"
"5112","P38936","CDKN1A","Platinum drug resistance","hsa01524"
"5113","Q8N726","CDKN2A","Platinum drug resistance","hsa01524"
"5114","P42771","CDKN2A","Platinum drug resistance","hsa01524"
"5115","Q00987","MDM2","Platinum drug resistance","hsa01524"
"5116","Q13315","ATM","Platinum drug resistance","hsa01524"
"5117","P04637","TP53","Platinum drug resistance","hsa01524"
"5118","P55211","CASP9","Platinum drug resistance","hsa01524"
